MSGSIZES,1,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576
BINOMIAL_BCAST_16,2.614681,2.549959,2.605281,2.709707,2.584689,2.611438,2.927024,2.836720,2.779582,3.403573,4.492244,5.286722,9.524897,7.961717,8.329405,9.292953,11.533567,17.469548,42.422774,108.012032,221.973000
BINOMIAL_BCAST_30,2.614681,2.549959,2.605281,2.709707,2.584689,2.611438,2.927024,2.836720,2.779582,3.403573,4.492244,5.286722,9.524897,7.961717,8.329405,9.292953,11.533567,17.469548,42.422774,108.012032,221.973000
